8.00e+00,9.61e+00,3.18e+01,3.18e+01,6.08e+01,7.00e+00,3.00e+00
1.60e+01,3.66e+01,3.82e+01,3.82e+01,8.00e+01,7.00e+00,5.00e+00
2.40e+01,2.70e+01,3.20e+01,3.82e+01,8.00e+01,7.50e+00,5.50e+00
3.20e+01,3.16e+01,3.74e+01,3.82e+01,8.00e+01,7.00e+00,5.00e+00
4.00e+01,4.13e+01,5.94e+01,5.94e+01,1.09e+02,7.50e+00,6.00e+00
4.80e+01,3.34e+01,3.46e+01,5.94e+01,1.09e+02,7.00e+00,5.00e+00
5.60e+01,3.21e+01,3.33e+01,5.94e+01,1.09e+02,7.50e+00,5.50e+00
6.40e+01,3.31e+01,1.22e+02,1.22e+02,4.81e+02,8.00e+00,7.00e+00
7.20e+01,3.02e+01,2.04e+02,2.04e+02,4.78e+02,9.00e+00,9.00e+00
8.00e+01,1.02e+02,1.20e+02,2.04e+02,4.78e+02,9.00e+00,9.00e+00
8.80e+01,5.05e+01,1.22e+02,2.04e+02,4.78e+02,9.50e+00,9.00e+00
9.60e+01,2.05e+01,1.21e+02,2.04e+02,4.78e+02,1.00e+01,9.00e+00
1.04e+02,2.89e+01,1.25e+02,2.04e+02,4.78e+02,1.00e+01,1.00e+01
1.12e+02,8.88e+01,1.30e+02,2.04e+02,4.78e+02,1.05e+01,1.10e+01
1.20e+02,6.14e+01,1.31e+02,2.04e+02,4.78e+02,1.15e+01,1.20e+01
1.28e+02,6.55e+01,1.52e+02,2.04e+02,4.78e+02,1.00e+01,1.20e+01
1.36e+02,8.41e+01,1.51e+02,2.04e+02,4.78e+02,1.00e+01,1.15e+01
1.44e+02,9.04e+01,1.52e+02,2.04e+02,4.78e+02,1.00e+01,1.10e+01
1.52e+02,1.03e+02,1.55e+02,2.04e+02,4.78e+02,1.00e+01,1.15e+01
1.60e+02,8.66e+01,1.55e+02,2.04e+02,4.78e+02,1.05e+01,1.20e+01
1.68e+02,9.05e+01,1.51e+02,2.04e+02,4.78e+02,1.00e+01,1.10e+01
1.76e+02,1.10e+02,1.64e+02,2.04e+02,4.78e+02,1.10e+01,1.20e+01
1.84e+02,1.17e+02,1.60e+02,2.04e+02,4.78e+02,1.00e+01,1.20e+01
1.92e+02,1.62e+02,1.64e+02,2.04e+02,4.78e+02,1.10e+01,1.30e+01
2.00e+02,1.64e+02,1.68e+02,2.04e+02,4.78e+02,1.10e+01,1.30e+01
2.08e+02,7.01e+01,1.67e+02,2.04e+02,4.78e+02,1.10e+01,1.20e+01
2.16e+02,1.23e+02,1.65e+02,2.04e+02,4.78e+02,1.10e+01,1.30e+01
2.24e+02,1.60e+02,1.67e+02,2.04e+02,4.78e+02,1.10e+01,1.30e+01
2.32e+02,1.17e+02,1.66e+02,2.04e+02,4.78e+02,1.10e+01,1.25e+01
2.40e+02,1.37e+02,1.67e+02,2.04e+02,4.78e+02,1.10e+01,1.30e+01
2.48e+02,1.25e+02,1.68e+02,2.04e+02,4.78e+02,1.10e+01,1.30e+01
2.56e+02,1.64e+02,1.69e+02,2.04e+02,4.78e+02,1.20e+01,1.30e+01
2.64e+02,1.32e+02,1.68e+02,2.04e+02,4.78e+02,1.20e+01,1.40e+01
2.72e+02,1.34e+02,1.70e+02,2.04e+02,4.78e+02,1.20e+01,1.35e+01
2.80e+02,1.07e+02,1.67e+02,2.04e+02,4.78e+02,1.30e+01,1.50e+01
2.88e+02,1.03e+02,1.70e+02,2.04e+02,4.78e+02,1.30e+01,1.40e+01
2.96e+02,1.30e+02,1.70e+02,2.04e+02,4.78e+02,1.25e+01,1.45e+01
3.04e+02,1.27e+02,2.39e+02,2.39e+02,4.72e+02,1.20e+01,1.50e+01
3.12e+02,2.09e+02,2.54e+02,2.54e+02,5.24e+02,1.50e+01,2.00e+01
3.20e+02,2.39e+02,2.50e+02,2.54e+02,5.24e+02,1.50e+01,2.00e+01
3.28e+02,2.49e+02,2.53e+02,2.54e+02,5.24e+02,1.50e+01,2.00e+01
3.36e+02,2.47e+02,2.53e+02,2.54e+02,5.24e+02,1.50e+01,2.10e+01
3.44e+02,2.44e+02,2.51e+02,2.54e+02,5.24e+02,1.50e+01,2.05e+01
3.52e+02,2.49e+02,2.50e+02,2.54e+02,5.24e+02,1.50e+01,2.05e+01
3.60e+02,2.44e+02,2.54e+02,2.54e+02,5.24e+02,1.50e+01,2.05e+01
3.68e+02,2.46e+02,2.51e+02,2.54e+02,5.24e+02,1.55e+01,2.10e+01
3.76e+02,2.52e+02,2.55e+02,2.55e+02,5.21e+02,1.60e+01,2.10e+01
3.84e+02,2.52e+02,2.55e+02,2.55e+02,5.24e+02,1.60e+01,2.20e+01
3.92e+02,2.50e+02,2.54e+02,2.55e+02,5.24e+02,1.60e+01,2.10e+01
4.00e+02,2.36e+02,2.55e+02,2.55e+02,5.21e+02,1.70e+01,2.20e+01
4.08e+02,2.47e+02,2.57e+02,2.57e+02,5.27e+02,1.70e+01,2.25e+01
4.16e+02,2.47e+02,2.50e+02,2.57e+02,5.27e+02,1.65e+01,2.20e+01
4.24e+02,2.49e+02,2.58e+02,2.58e+02,5.03e+02,1.70e+01,2.20e+01
4.32e+02,2.42e+02,2.58e+02,2.58e+02,5.03e+02,1.70e+01,2.30e+01
4.40e+02,2.32e+02,2.58e+02,2.58e+02,5.03e+02,1.70e+01,2.30e+01
4.48e+02,1.73e+02,2.61e+02,2.61e+02,5.20e+02,1.75e+01,2.40e+01
4.56e+02,2.50e+02,2.59e+02,2.61e+02,5.20e+02,1.80e+01,2.40e+01
4.64e+02,2.53e+02,2.59e+02,2.61e+02,5.20e+02,1.80e+01,2.50e+01
4.72e+02,1.79e+02,2.56e+02,2.61e+02,5.20e+02,1.80e+01,2.40e+01
4.80e+02,2.57e+02,2.61e+02,2.61e+02,5.20e+02,1.80e+01,2.40e+01
4.88e+02,1.80e+02,2.65e+02,2.65e+02,5.29e+02,1.90e+01,2.50e+01
4.96e+02,2.57e+02,2.62e+02,2.65e+02,5.29e+02,1.80e+01,2.45e+01
5.04e+02,1.77e+02,2.59e+02,2.65e+02,5.29e+02,1.80e+01,2.50e+01
5.12e+02,2.50e+02,2.56e+02,2.65e+02,5.29e+02,1.80e+01,2.50e+01
5.20e+02,2.52e+02,2.61e+02,2.65e+02,5.29e+02,1.80e+01,2.50e+01
5.28e+02,2.61e+02,2.69e+02,2.69e+02,5.26e+02,1.80e+01,2.40e+01
5.36e+02,2.58e+02,2.60e+02,2.69e+02,5.26e+02,1.85e+01,2.50e+01
5.44e+02,2.59e+02,2.63e+02,2.69e+02,5.26e+02,1.90e+01,2.70e+01
5.52e+02,2.54e+02,2.61e+02,2.69e+02,5.26e+02,1.90e+01,2.60e+01
5.60e+02,2.57e+02,2.64e+02,2.69e+02,5.26e+02,1.80e+01,2.40e+01
5.68e+02,2.55e+02,2.64e+02,2.69e+02,5.26e+02,1.90e+01,2.50e+01
5.76e+02,2.45e+02,2.57e+02,2.69e+02,5.26e+02,1.80e+01,2.40e+01
5.84e+02,2.35e+02,2.56e+02,2.69e+02,5.26e+02,1.90e+01,2.50e+01
5.92e+02,2.50e+02,2.62e+02,2.69e+02,5.26e+02,1.90e+01,2.50e+01
6.00e+02,1.90e+02,2.56e+02,2.69e+02,5.26e+02,1.90e+01,2.60e+01
6.08e+02,1.98e+02,2.59e+02,2.69e+02,5.26e+02,1.90e+01,2.60e+01
6.16e+02,2.54e+02,2.61e+02,2.69e+02,5.26e+02,1.90e+01,2.70e+01
6.24e+02,2.60e+02,2.65e+02,2.69e+02,5.26e+02,1.90e+01,2.75e+01
6.32e+02,2.49e+02,2.57e+02,2.69e+02,5.26e+02,1.90e+01,2.70e+01
6.40e+02,2.46e+02,2.60e+02,2.69e+02,5.26e+02,2.00e+01,2.90e+01
6.48e+02,2.53e+02,2.55e+02,2.69e+02,5.26e+02,2.00e+01,2.90e+01
6.56e+02,2.57e+02,2.64e+02,2.69e+02,5.26e+02,2.05e+01,2.95e+01
6.64e+02,2.51e+02,2.55e+02,2.69e+02,5.26e+02,2.10e+01,3.10e+01
6.72e+02,2.56e+02,2.60e+02,2.69e+02,5.26e+02,2.10e+01,3.20e+01
6.80e+02,2.55e+02,2.69e+02,2.69e+02,5.26e+02,2.10e+01,3.20e+01
6.88e+02,2.64e+02,2.64e+02,2.69e+02,5.26e+02,2.10e+01,3.30e+01
6.96e+02,2.50e+02,2.52e+02,2.69e+02,5.26e+02,2.10e+01,3.30e+01
7.04e+02,2.49e+02,2.58e+02,2.69e+02,5.26e+02,2.10e+01,3.30e+01
7.12e+02,2.56e+02,2.63e+02,2.69e+02,5.26e+02,2.10e+01,3.35e+01
7.20e+02,2.52e+02,2.62e+02,2.69e+02,5.26e+02,2.20e+01,3.40e+01
7.28e+02,2.48e+02,2.60e+02,2.69e+02,5.26e+02,2.10e+01,3.40e+01
7.36e+02,2.50e+02,2.58e+02,2.69e+02,5.26e+02,2.10e+01,3.40e+01
7.44e+02,2.48e+02,2.56e+02,2.69e+02,5.26e+02,2.15e+01,3.40e+01
7.52e+02,2.47e+02,2.61e+02,2.69e+02,5.26e+02,2.20e+01,3.40e+01
7.60e+02,2.49e+02,2.53e+02,2.69e+02,5.26e+02,2.30e+01,3.50e+01
7.68e+02,2.49e+02,2.57e+02,2.69e+02,5.26e+02,2.30e+01,3.60e+01
7.76e+02,2.43e+02,2.64e+02,2.69e+02,5.26e+02,2.30e+01,3.55e+01
7.84e+02,2.55e+02,2.63e+02,2.69e+02,5.26e+02,2.30e+01,3.50e+01
7.92e+02,2.55e+02,2.64e+02,2.69e+02,5.26e+02,2.30e+01,3.60e+01
8.00e+02,2.57e+02,2.62e+02,2.69e+02,5.26e+02,2.30e+01,3.50e+01
8.08e+02,2.57e+02,2.62e+02,2.69e+02,5.26e+02,2.30e+01,3.50e+01
