Generation, Elite_Fit, Best Fit, Peak Fit
0,-7.810636551534895,-7.810636551534895,1.1728655675140212
1,-7.614600000267895,-7.614600000267895,1.5133589139141617
2,-7.3970926911349375,-7.3970926911349375,1.8898323667123538
3,-7.585354041653044,-7.3970926911349375,1.8898323667123538
4,-7.200933820725119,-7.200933820725119,1.8058450658782625
5,-7.639835730480077,-7.200933820725119,1.8058450658782625
6,-7.3597258864374195,-7.200933820725119,1.8058450658782625
7,-7.471614968337785,-7.200933820725119,1.8058450658782625
8,-7.45830096745435,-7.200933820725119,1.8058450658782625
9,-7.520768416490607,-7.200933820725119,1.8058450658782625
10,-7.7044668036935535,-7.200933820725119,1.8058450658782625
11,-7.015770900560242,-7.015770900560242,1.7887817371964383
12,-7.645106356151904,-7.015770900560242,1.7887817371964383
13,-7.071229998076901,-7.015770900560242,1.7887817371964383
14,-7.549696455713093,-7.015770900560242,1.7887817371964383
15,-6.894735346755263,-6.894735346755263,2.0607673392923087
16,-7.57341065365048,-6.894735346755263,2.0607673392923087
17,-7.23135587360126,-6.894735346755263,2.0607673392923087
18,-7.086263858357163,-6.894735346755263,2.0607673392923087
19,-7.305223813647902,-6.894735346755263,2.0607673392923087
20,-6.799371351165743,-6.799371351165743,1.9070372715155115
21,-7.4201534524856285,-6.799371351165743,1.9070372715155115
22,-6.912958322013421,-6.799371351165743,1.9070372715155115
23,-7.478647347119409,-6.799371351165743,1.9070372715155115
24,-6.802513462850421,-6.799371351165743,1.9070372715155115
25,-7.493613463972445,-6.799371351165743,1.9070372715155115
26,-7.035232408651957,-6.799371351165743,1.9070372715155115
27,-7.1168398779172435,-6.799371351165743,1.9070372715155115
28,-7.4048299012519365,-6.799371351165743,1.9070372715155115
29,-6.605802348706472,-6.605802348706472,1.8654741441368952
30,-7.326202765126832,-6.605802348706472,1.8654741441368952
31,-6.2043763873799405,-6.2043763873799405,2.1321998005499996
32,-7.421057449980917,-6.2043763873799405,2.1321998005499996
33,-6.624777579165996,-6.2043763873799405,2.1321998005499996
34,-7.2129649140252425,-6.2043763873799405,2.1321998005499996
35,-6.822079707537555,-6.2043763873799405,2.1321998005499996
36,-7.013118371136301,-6.2043763873799405,2.1321998005499996
37,-7.024936068995962,-6.2043763873799405,2.1321998005499996
38,-6.599448855423058,-6.2043763873799405,2.1321998005499996
39,-7.469230025763537,-6.2043763873799405,2.1321998005499996
40,-6.205665420182052,-6.2043763873799405,2.1321998005499996
41,-7.426918568889957,-6.2043763873799405,2.1321998005499996
42,-6.54383518460504,-6.2043763873799405,2.1321998005499996
43,-7.053928389407609,-6.2043763873799405,2.1321998005499996
44,-6.6905423834607936,-6.2043763873799405,2.1321998005499996
45,-6.578120982853812,-6.2043763873799405,2.1321998005499996
46,-7.020486109517435,-6.2043763873799405,2.1321998005499996
47,-6.276609105066189,-6.2043763873799405,2.1321998005499996
48,-7.2934334360007576,-6.2043763873799405,2.1321998005499996
49,-6.178791301759644,-6.178791301759644,2.1781012481218607
50,-7.333764464514637,-6.178791301759644,2.1781012481218607
51,-6.117349386006013,-6.117349386006013,2.1765464141718707
52,-7.041753722825035,-6.117349386006013,2.1765464141718707
53,-6.547946356062671,-6.117349386006013,2.1765464141718707
54,-6.585959895256362,-6.117349386006013,2.1765464141718707
55,-6.8836830811698855,-6.117349386006013,2.1765464141718707
56,-6.207060308806199,-6.117349386006013,2.1765464141718707
57,-6.9606236705268,-6.117349386006013,2.1765464141718707
58,-6.185261090005544,-6.117349386006013,2.1765464141718707
59,-6.889387979076914,-6.117349386006013,2.1765464141718707
60,-6.1226814913351895,-6.117349386006013,2.1765464141718707
61,-6.692330952061048,-6.117349386006013,2.1765464141718707
62,-6.551630608023339,-6.117349386006013,2.1765464141718707
63,-6.4492841647081685,-6.117349386006013,2.1765464141718707
64,-6.676913470723968,-6.117349386006013,2.1765464141718707
65,-6.184527061528244,-6.117349386006013,2.1765464141718707
66,-7.089901241968047,-6.117349386006013,2.1765464141718707
67,-6.219597422347621,-6.117349386006013,2.1765464141718707
68,-6.8637181764853095,-6.117349386006013,2.1765464141718707
69,-6.207776603967372,-6.117349386006013,2.1765464141718707
70,-6.588611029989692,-6.117349386006013,2.1765464141718707
71,-6.195492002323687,-6.117349386006013,2.1765464141718707
72,-6.193859336194746,-6.117349386006013,2.1765464141718707
73,-6.649556098946872,-6.117349386006013,2.1765464141718707
74,-6.187683787026892,-6.117349386006013,2.1765464141718707
75,-6.62318789905867,-6.117349386006013,2.1765464141718707
76,-6.239937222185671,-6.117349386006013,2.1765464141718707
77,-6.514913377988738,-6.117349386006013,2.1765464141718707
78,-6.1245380857752645,-6.117349386006013,2.1765464141718707
79,-6.418584427381151,-6.117349386006013,2.1765464141718707
80,-6.018762072662629,-6.117349386006013,2.2937801303883543
81,-6.146622131535264,-6.117349386006013,2.1765464141718707
82,-6.128253612562567,-6.117349386006013,2.1765464141718707
83,-5.9937257542592866,-5.9937257542592866,2.2500892213559562
84,-6.149125551192616,-5.9937257542592866,2.2500892213559562
85,-6.096501562962376,-5.9937257542592866,2.2500892213559562
