8.00e+00,-9.05e+00,-7.57e+00,-7.57e+00,2.15e+00,2.90e+01,4.45e+01
1.60e+01,-8.02e+00,-7.42e+00,-7.42e+00,2.11e+00,2.90e+01,4.30e+01
2.40e+01,-7.36e+00,-7.36e+00,-7.36e+00,2.22e+00,2.95e+01,3.95e+01
3.20e+01,-7.43e+00,-7.43e+00,-7.36e+00,2.22e+00,3.00e+01,4.00e+01
4.00e+01,-7.08e+00,-7.05e+00,-7.05e+00,2.04e+00,3.00e+01,4.00e+01
4.80e+01,-7.50e+00,-7.44e+00,-7.05e+00,2.04e+00,3.00e+01,4.10e+01
5.60e+01,-7.10e+00,-6.96e+00,-6.96e+00,3.26e+00,3.00e+01,4.10e+01
6.40e+01,-7.63e+00,-7.45e+00,-6.96e+00,3.26e+00,3.10e+01,4.10e+01
7.20e+01,-7.31e+00,-7.13e+00,-6.96e+00,3.26e+00,3.05e+01,4.05e+01
8.00e+01,-7.12e+00,-7.01e+00,-6.96e+00,3.26e+00,3.15e+01,4.20e+01
8.80e+01,-7.30e+00,-7.22e+00,-6.96e+00,3.26e+00,3.20e+01,4.20e+01
9.60e+01,-6.87e+00,-6.46e+00,-6.46e+00,3.73e+00,3.15e+01,4.15e+01
1.04e+02,-7.44e+00,-6.89e+00,-6.46e+00,3.73e+00,3.20e+01,4.25e+01
1.12e+02,-6.56e+00,-6.32e+00,-6.32e+00,3.89e+00,3.20e+01,4.25e+01
1.20e+02,-6.99e+00,-6.81e+00,-6.32e+00,3.89e+00,3.20e+01,4.40e+01
1.28e+02,-6.22e+00,-6.20e+00,-6.20e+00,3.98e+00,3.20e+01,4.30e+01
1.36e+02,-6.85e+00,-6.82e+00,-6.20e+00,3.98e+00,3.20e+01,4.40e+01
1.44e+02,-6.65e+00,-6.50e+00,-6.20e+00,3.98e+00,3.20e+01,4.40e+01
1.52e+02,-6.55e+00,-6.49e+00,-6.20e+00,3.98e+00,3.20e+01,4.40e+01
1.60e+02,-6.94e+00,-6.88e+00,-6.20e+00,3.98e+00,3.20e+01,4.40e+01
1.68e+02,-6.18e+00,-5.97e+00,-6.20e+00,4.22e+00,3.30e+01,4.40e+01
1.76e+02,-6.96e+00,-6.76e+00,-6.20e+00,4.22e+00,3.40e+01,4.50e+01
1.84e+02,-6.19e+00,-5.91e+00,-6.20e+00,4.31e+00,3.40e+01,4.50e+01
1.92e+02,-7.04e+00,-6.82e+00,-6.20e+00,4.31e+00,3.40e+01,4.50e+01
2.00e+02,-5.95e+00,-5.87e+00,-6.20e+00,4.23e+00,3.40e+01,4.60e+01
2.08e+02,-6.73e+00,-6.41e+00,-6.20e+00,3.98e+00,3.40e+01,4.70e+01
2.16e+02,-6.74e+00,-5.97e+00,-5.97e+00,4.22e+00,3.40e+01,4.70e+01
2.24e+02,-6.86e+00,-5.91e+00,-5.91e+00,4.21e+00,3.40e+01,4.70e+01
2.32e+02,-6.80e+00,-5.46e+00,-5.46e+00,4.26e+00,3.40e+01,4.75e+01
2.40e+02,-9.01e+00,-5.46e+00,-5.46e+00,4.26e+00,3.40e+01,4.80e+01
2.48e+02,-6.49e+00,-5.88e+00,-5.46e+00,4.26e+00,3.40e+01,4.90e+01
2.56e+02,-6.20e+00,-5.75e+00,-5.46e+00,4.26e+00,3.45e+01,5.00e+01
2.64e+02,-6.60e+00,-6.11e+00,-5.46e+00,4.26e+00,3.40e+01,5.00e+01
2.72e+02,-6.33e+00,-6.11e+00,-5.46e+00,4.26e+00,3.40e+01,5.10e+01
2.80e+02,-6.40e+00,-6.18e+00,-5.46e+00,4.26e+00,3.40e+01,5.10e+01
2.88e+02,-6.44e+00,-5.82e+00,-5.46e+00,4.26e+00,3.40e+01,5.20e+01
2.96e+02,-8.79e+00,-6.31e+00,-5.46e+00,4.26e+00,3.45e+01,5.20e+01
3.04e+02,-7.06e+00,-5.45e+00,-5.45e+00,4.35e+00,3.50e+01,5.30e+01
3.12e+02,-7.00e+00,-5.56e+00,-5.45e+00,4.35e+00,3.50e+01,5.40e+01
3.20e+02,-7.17e+00,-5.93e+00,-5.45e+00,4.35e+00,3.60e+01,5.40e+01
3.28e+02,-6.54e+00,-5.96e+00,-5.45e+00,4.35e+00,3.50e+01,5.40e+01
3.36e+02,-1.12e+01,-6.09e+00,-5.45e+00,4.35e+00,3.50e+01,5.50e+01
3.44e+02,-6.23e+00,-6.00e+00,-5.45e+00,4.35e+00,3.50e+01,5.60e+01
3.52e+02,-6.30e+00,-5.93e+00,-5.45e+00,4.35e+00,3.50e+01,5.65e+01
3.60e+02,-7.34e+00,-5.77e+00,-5.45e+00,4.35e+00,3.50e+01,5.60e+01
3.68e+02,-6.84e+00,-5.65e+00,-5.45e+00,4.35e+00,3.50e+01,5.70e+01
3.76e+02,-9.55e+00,-5.57e+00,-5.45e+00,4.35e+00,3.55e+01,5.80e+01
3.84e+02,-1.30e+01,-5.49e+00,-5.45e+00,4.35e+00,3.50e+01,5.80e+01
3.92e+02,-6.76e+00,-5.60e+00,-5.45e+00,4.35e+00,3.50e+01,5.90e+01
4.00e+02,-6.36e+00,-5.51e+00,-5.45e+00,4.35e+00,3.50e+01,5.85e+01
4.08e+02,-6.46e+00,-5.91e+00,-5.45e+00,4.35e+00,3.50e+01,5.95e+01
4.16e+02,-5.94e+00,-5.86e+00,-5.45e+00,4.35e+00,3.50e+01,5.90e+01
4.24e+02,-6.34e+00,-5.88e+00,-5.45e+00,4.35e+00,3.50e+01,5.95e+01
4.32e+02,-6.95e+00,-5.45e+00,-5.45e+00,4.35e+00,3.50e+01,6.00e+01
4.40e+02,-6.39e+00,-5.47e+00,-5.45e+00,4.35e+00,3.55e+01,6.00e+01
4.48e+02,-6.30e+00,-5.54e+00,-5.45e+00,4.35e+00,3.60e+01,6.10e+01
4.56e+02,-6.24e+00,-5.45e+00,-5.45e+00,4.35e+00,3.60e+01,6.20e+01
4.64e+02,-2.70e+01,-6.06e+00,-5.45e+00,4.35e+00,3.60e+01,6.10e+01
4.72e+02,-6.65e+00,-5.90e+00,-5.45e+00,4.35e+00,3.65e+01,6.20e+01
4.80e+02,-5.91e+00,-5.60e+00,-5.45e+00,4.35e+00,3.60e+01,6.30e+01
4.88e+02,-5.71e+00,-5.56e+00,-5.45e+00,4.35e+00,3.70e+01,6.35e+01
4.96e+02,-5.64e+00,-5.54e+00,-5.45e+00,4.35e+00,3.65e+01,6.40e+01
5.04e+02,-5.74e+00,-5.18e+00,-5.18e+00,4.22e+00,3.60e+01,6.50e+01
5.12e+02,-6.84e+00,-5.31e+00,-5.18e+00,4.22e+00,3.70e+01,6.55e+01
5.20e+02,-8.89e+00,-5.55e+00,-5.18e+00,4.22e+00,3.70e+01,6.60e+01
5.28e+02,-6.53e+00,-5.40e+00,-5.18e+00,4.22e+00,3.80e+01,6.70e+01
5.36e+02,-5.95e+00,-5.21e+00,-5.18e+00,4.22e+00,3.70e+01,6.65e+01
5.44e+02,-6.09e+00,-5.22e+00,-5.18e+00,4.22e+00,3.70e+01,6.65e+01
5.52e+02,-5.75e+00,-5.20e+00,-5.18e+00,4.22e+00,3.80e+01,6.80e+01
5.60e+02,-5.40e+00,-5.22e+00,-5.18e+00,4.22e+00,3.80e+01,6.85e+01
5.68e+02,-5.71e+00,-5.22e+00,-5.18e+00,4.22e+00,3.85e+01,6.90e+01
