6.27e+00,1.29e+01,4.00e+00,6.67e+01,2.18e+02,3.00e+00,1.20e+02,4.41e+02,4.00e+00,5.91e+01,2.30e+02,3.00e+00,9.33e+01,3.12e+02,5.00e+00,2.44e+02,4.35e+02,5.00e+00,2.12e+02,4.27e+02,5.00e+00,2.09e+02,4.27e+02,5.00e+00,2.16e+02,4.44e+02,6.00e+00
3.13e+01,6.36e+01,4.00e+00,6.67e+01,2.18e+02,3.00e+00,5.10e+01,1.42e+02,4.00e+00,1.37e+02,4.43e+02,4.00e+00,1.12e+02,3.79e+02,7.00e+00,5.51e+01,1.77e+02,4.00e+00,2.03e+02,3.69e+02,6.00e+00,7.02e+01,1.46e+02,6.00e+00,7.48e+01,1.95e+02,6.00e+00
6.64e+01,2.88e+02,3.00e+00,3.51e+01,6.32e+01,4.00e+00,1.46e+02,4.45e+02,4.00e+00,5.91e+01,2.30e+02,3.00e+00,3.23e+01,1.32e+02,3.00e+00,8.90e+01,2.75e+02,5.00e+00,1.57e+02,3.24e+02,6.00e+00,1.82e+02,4.43e+02,6.00e+00,7.32e+01,2.88e+02,6.00e+00
3.04e+01,5.55e+01,4.00e+00,1.15e+02,4.24e+02,4.00e+00,7.52e+00,1.34e+01,5.00e+00,5.91e+01,2.30e+02,3.00e+00,1.59e+02,4.19e+02,4.00e+00,1.32e+02,3.91e+02,8.00e+00,1.71e+02,4.03e+02,5.00e+00,4.52e+01,1.46e+02,6.00e+00,1.86e+02,4.40e+02,6.00e+00
6.93e+00,1.28e+01,1.00e+00,3.71e+01,1.13e+02,4.00e+00,7.68e+01,2.84e+02,3.00e+00,1.11e+01,1.25e+01,4.00e+00,1.74e+01,3.93e+01,4.00e+00,1.61e+02,4.16e+02,4.00e+00,1.72e+02,4.03e+02,5.00e+00,1.51e+02,4.32e+02,6.00e+00,1.93e+02,4.32e+02,6.00e+00
3.49e+01,6.20e+01,4.00e+00,3.02e+01,5.43e+01,4.00e+00,1.69e+02,4.45e+02,5.00e+00,6.51e+00,1.23e+01,4.00e+00,1.03e+02,4.19e+02,5.00e+00,1.62e+02,4.16e+02,5.00e+00,1.37e+02,3.20e+02,5.00e+00,8.50e+00,1.92e+01,6.00e+00,1.87e+02,4.40e+02,6.00e+00
6.05e+00,1.22e+01,5.00e+00,6.67e+01,2.18e+02,3.00e+00,7.68e+01,2.84e+02,3.00e+00,7.67e+01,3.58e+02,6.00e+00,2.23e+02,4.32e+02,5.00e+00,1.42e+02,4.00e+02,5.00e+00,1.70e+02,4.33e+02,6.00e+00,1.49e+02,4.32e+02,7.00e+00,8.10e+01,2.93e+02,7.00e+00
1.09e+01,1.29e+01,1.00e+00,3.13e+01,6.44e+01,4.00e+00,5.10e+01,1.42e+02,4.00e+00,1.52e+02,4.44e+02,5.00e+00,3.23e+01,1.32e+02,3.00e+00,1.21e+02,3.23e+02,7.00e+00,1.32e+01,3.11e+01,6.00e+00,2.33e+02,4.16e+02,6.00e+00,2.38e+02,3.83e+02,6.00e+00
