Generation, Elite_Fit, Best Fit, Peak Fit
0,-8.045729665866455,-8.045729665866455,1.2493206869807338
1,-8.007172091002323,-8.007172091002323,1.1679966072934715
2,-7.7319395781360205,-7.7319395781360205,1.305645144773618
3,-8.144023638579013,-7.7319395781360205,1.305645144773618
4,-10.134985713694594,-7.7319395781360205,1.305645144773618
5,-10.184110835410133,-7.7319395781360205,1.305645144773618
6,-7.675809133557732,-7.675809133557732,1.2861725691623123
7,-8.122703709548071,-7.675809133557732,1.2861725691623123
8,-7.420159213473305,-8.007172091002323,0.9345257140568567
9,-7.271918065408113,-7.271918065408113,1.3436334172788869
10,-7.455765682164929,-7.271918065408113,1.3436334172788869
11,-7.453690525796375,-7.271918065408113,1.3436334172788869
12,-7.215186402337637,-7.215186402337637,1.4406701410280247
13,-7.233190042924522,-7.215186402337637,1.4406701410280247
14,-7.384330256723334,-7.215186402337637,1.4406701410280247
15,-7.525009207946726,-7.215186402337637,1.4406701410280247
16,-7.44226680572416,-7.215186402337637,1.4406701410280247
17,-7.200767930590694,-7.200767930590694,1.1597858852288858
18,-6.987592376270357,-6.987592376270357,1.078402057212974
19,-7.186314899872355,-6.987592376270357,1.078402057212974
20,-7.150704077129859,-6.987592376270357,1.078402057212974
21,-6.970364784388869,-6.970364784388869,0.757074152543144
22,-6.91044237132571,-6.91044237132571,0.6423882655449412
23,-7.2586386875161315,-6.91044237132571,0.6423882655449412
24,-7.247261391820735,-6.91044237132571,0.6423882655449412
25,-7.292817077950333,-6.91044237132571,0.6423882655449412
26,-6.854165672535931,-6.854165672535931,0.7926794781231116
27,-6.908031028772588,-6.854165672535931,0.7926794781231116
28,-6.479612260912213,-6.479612260912213,0.8999370294484349
29,-6.48330025063919,-6.479612260912213,0.8999370294484349
30,-7.0047036156209375,-6.479612260912213,0.8999370294484349
31,-6.800509068278715,-6.479612260912213,0.8999370294484349
32,-7.111688016504007,-6.479612260912213,0.8999370294484349
33,-7.036601852340374,-6.479612260912213,0.8999370294484349
34,-7.141158393772392,-6.479612260912213,0.8999370294484349
35,-6.781826441921126,-6.479612260912213,0.8999370294484349
36,-6.733293808706378,-6.479612260912213,0.8999370294484349
37,-6.4105630367852475,-6.4105630367852475,0.8805939150927634
38,-6.376041920124877,-6.376041920124877,0.9924080052184562
39,-6.596100256334648,-6.376041920124877,0.9924080052184562
40,-6.666526365778783,-6.376041920124877,0.9924080052184562
41,-6.798899320953484,-6.376041920124877,0.9924080052184562
42,-6.779052994573646,-6.376041920124877,0.9924080052184562
43,-6.741916116004965,-6.376041920124877,0.9924080052184562
44,-6.544642330510523,-6.376041920124877,0.9924080052184562
45,-6.355521700473088,-6.355521700473088,1.3772351516849322
46,-6.153351749724229,-6.153351749724229,1.487020764984087
47,-6.140721147002115,-6.140721147002115,1.5004409160235064
48,-6.256823315533828,-6.140721147002115,1.5004409160235064
49,-6.179591504524386,-6.140721147002115,1.5004409160235064
50,-6.648813426588526,-6.140721147002115,1.5004409160235064
51,-6.564901874199677,-6.140721147002115,1.5004409160235064
52,-6.61975369999232,-6.140721147002115,1.5004409160235064
53,-6.282553250432091,-6.140721147002115,1.5004409160235064
54,-6.227194602685498,-6.140721147002115,1.5004409160235064
55,-6.143345636529534,-6.140721147002115,1.5004409160235064
56,-6.427903798895689,-6.140721147002115,1.5004409160235064
57,-6.230391565342907,-6.140721147002115,1.5004409160235064
58,-6.419011887128811,-6.140721147002115,1.5004409160235064
59,-6.56279434968092,-6.140721147002115,1.5004409160235064
